fecha,p (mbar),T (degC),Tdew (degC),rh (%),wd (deg)
2014-03-24 18:00:00,984.71,5.17,0.89,73.8,258.7
2014-03-24 19:00:00,985.24,3.86,0.96,81.3,223.2
2014-03-24 20:00:00,985.55,3.98,0.84,79.9,184.4
2014-03-24 21:00:00,985.45,3.65,0.61,80.4,246.5
2014-03-24 22:00:00,985.5,3.59,0.68,81.2,223.5
2014-03-24 23:00:00,985.57,2.12,0.68,90.1,141.8
2014-03-25 00:00:00,985.65,1.21,0.21,93.0,210.9
2014-03-25 01:00:00,985.74,0.53,-0.42,93.3,157.9
2014-03-25 02:00:00,985.41,0.16,-0.74,93.6,218.3
2014-03-25 03:00:00,985.07,0.08,-0.84,93.5,191.9
2014-03-25 04:00:00,984.83,-0.14,-1.0,93.9,217.6
2014-03-25 05:00:00,984.7,-0.29,-1.04,94.6,104.1
2014-03-25 06:00:00,984.7,-0.86,-1.63,94.5,222.4
2014-03-25 07:00:00,984.68,0.03,-0.81,94.0,178.8
2014-03-25 08:00:00,984.76,0.61,-0.56,91.8,123.8
2014-03-25 09:00:00,984.58,1.76,-0.02,87.9,136.4
2014-03-25 10:00:00,984.5,3.76,0.71,80.4,174.8
2014-03-25 11:00:00,983.89,6.71,1.12,67.43,243.2
2014-03-25 12:00:00,983.33,5.8,0.17,66.99,51.87
2014-03-25 13:00:00,983.21,5.74,-0.3,65.01,22.46
2014-03-25 14:00:00,982.98,6.12,-0.94,60.44,40.41
2014-03-25 15:00:00,982.84,5.77,-1.03,61.51,214.6
2014-03-25 16:00:00,982.62,7.59,-0.87,54.9,138.5
2014-03-25 17:00:00,982.75,7.14,0.28,61.55,279.3
2014-03-25 18:00:00,983.09,6.02,0.46,67.37,31.22
2014-03-25 19:00:00,983.64,4.28,0.63,77.0,194.3
2014-03-25 20:00:00,983.98,3.17,0.42,82.1,211.3
2014-03-25 21:00:00,984.5,2.32,0.26,86.2,228.6
2014-03-25 22:00:00,984.62,1.61,-0.14,88.1,233.8
2014-03-25 23:00:00,984.47,1.1,-0.42,89.5,242.5
2014-03-26 00:00:00,984.7,-0.29,-1.32,92.7,161.3
2014-03-26 01:00:00,984.64,-0.42,-1.37,93.2,140.4
2014-03-26 02:00:00,984.98,-1.22,-1.96,94.7,180.2
2014-03-26 03:00:00,985.2,-1.5,-2.15,95.3,193.0
2014-03-26 04:00:00,985.25,-1.89,-2.51,95.5,198.8
2014-03-26 05:00:00,985.68,-2.29,-2.78,96.4,208.8
2014-03-26 06:00:00,986.26,-2.34,-2.72,97.2,203.5
2014-03-26 07:00:00,986.97,-2.64,-3.01,97.3,170.6
2014-03-26 08:00:00,987.55,-2.32,-2.71,97.1,191.7
2014-03-26 09:00:00,988.16,-1.4,-1.78,97.2,196.9
2014-03-26 10:00:00,988.43,1.43,0.92,96.4,138.7
2014-03-26 11:00:00,988.26,6.75,1.61,69.59,86.2
2014-03-26 12:00:00,988.13,8.23,0.56,58.33,33.73
2014-03-26 13:00:00,988.14,9.23,-1.06,48.42,92.7
2014-03-26 14:00:00,987.99,9.38,-1.09,47.81,119.0
2014-03-26 15:00:00,987.87,9.85,-1.12,46.24,69.25
2014-03-26 16:00:00,987.74,9.61,-1.55,45.51,54.66
2014-03-26 17:00:00,988.08,9.91,-2.07,42.91,90.0
2014-03-26 18:00:00,988.43,9.67,-1.82,44.44,69.1
2014-03-26 19:00:00,988.93,8.32,-0.04,55.49,50.46
2014-03-26 20:00:00,989.56,8.08,0.33,57.94,55.47
2014-03-26 21:00:00,989.79,7.75,0.55,60.21,58.76
2014-03-26 22:00:00,989.92,6.96,0.81,64.82,47.61
2014-03-26 23:00:00,989.95,6.5,1.04,67.98,58.15
2014-03-27 00:00:00,989.66,6.76,0.58,64.58,86.3
2014-03-27 01:00:00,989.52,6.35,0.7,67.01,75.8
2014-03-27 02:00:00,989.32,5.4,0.91,72.7,344.9
2014-03-27 03:00:00,989.13,5.61,0.8,71.1,13.44
2014-03-27 04:00:00,988.86,5.18,0.72,72.8,358.1
2014-03-27 05:00:00,988.71,4.76,0.69,74.8,355.9
2014-03-27 06:00:00,988.73,4.24,0.99,79.3,10.01
2014-03-27 07:00:00,989.17,4.19,1.15,80.5,21.31
2014-03-27 08:00:00,989.42,4.07,1.37,82.5,15.46
2014-03-27 09:00:00,989.35,4.54,1.56,80.9,23.19
2014-03-27 10:00:00,989.26,5.56,1.39,74.4,36.6
2014-03-27 11:00:00,988.74,7.09,1.64,68.17,29.95
2014-03-27 12:00:00,988.03,10.06,2.19,57.95,62.68
2014-03-27 13:00:00,987.48,11.17,2.43,54.77,54.21
2014-03-27 14:00:00,987.09,12.19,1.76,48.78,77.3
2014-03-27 15:00:00,986.78,12.54,1.83,47.9,63.09
2014-03-27 16:00:00,986.79,12.14,1.86,49.29,60.67
2014-03-27 17:00:00,986.79,11.58,1.85,51.12,57.11
2014-03-27 18:00:00,987.15,11.21,1.64,51.59,57.86
2014-03-27 19:00:00,987.6,10.93,1.24,51.09,53.87
2014-03-27 20:00:00,988.05,10.5,1.28,52.74,54.73
2014-03-27 21:00:00,988.44,9.81,1.54,56.28,55.8
2014-03-27 22:00:00,989.01,8.59,1.63,61.49,35.15
2014-03-27 23:00:00,989.49,7.94,1.64,64.31,354.7
2014-03-28 00:00:00,989.71,7.21,1.55,67.18,349.2
2014-03-28 01:00:00,989.9,6.77,1.61,69.54,10.0
2014-03-28 02:00:00,990.35,6.01,1.48,72.6,8.08
2014-03-28 03:00:00,990.53,4.62,1.18,78.3,7.94
2014-03-28 04:00:00,990.93,3.64,0.98,82.7,25.21
2014-03-28 05:00:00,991.38,2.94,0.81,85.8,7.02
2014-03-28 06:00:00,991.83,2.29,0.61,88.6,7.93
2014-03-28 07:00:00,992.31,2.33,0.82,89.7,0.41
2014-03-28 08:00:00,992.93,2.42,0.88,89.5,23.8
2014-03-28 09:00:00,993.3,3.86,1.94,87.2,22.51
2014-03-28 10:00:00,993.56,5.52,2.82,82.7,30.49
2014-03-28 11:00:00,993.73,6.45,3.4,80.8,35.46
2014-03-28 12:00:00,993.7,7.14,4.08,80.8,43.07
2014-03-28 13:00:00,993.65,7.24,4.26,81.3,45.59
2014-03-28 14:00:00,993.71,7.32,4.5,82.2,42.08
2014-03-28 15:00:00,993.92,6.69,4.75,87.4,37.57
2014-03-28 16:00:00,993.64,6.13,5.2,93.8,39.89
2014-03-28 17:00:00,993.86,6.41,5.28,92.5,50.31
2014-03-28 18:00:00,994.11,6.8,4.91,87.7,35.07
2014-03-28 19:00:00,994.68,6.86,4.89,87.2,30.0
2014-03-28 20:00:00,995.02,6.89,4.93,87.3,18.36
2014-03-28 21:00:00,995.38,6.72,4.94,88.4,38.98
2014-03-28 22:00:00,995.6,6.37,4.87,90.1,32.4
2014-03-28 23:00:00,995.73,5.9,4.58,91.2,275.3
2014-03-29 00:00:00,995.93,5.71,4.49,91.8,353.6
2014-03-29 01:00:00,996.28,5.5,4.57,93.7,175.9
2014-03-29 02:00:00,996.14,5.13,4.36,94.8,123.5
2014-03-29 03:00:00,996.37,4.58,4.07,96.5,136.3
2014-03-29 04:00:00,996.49,4.12,3.76,97.5,134.6
2014-03-29 05:00:00,996.49,3.92,3.64,98.1,127.7
2014-03-29 06:00:00,996.76,3.42,3.17,98.2,129.2
2014-03-29 07:00:00,997.07,2.94,2.76,98.7,186.9
2014-03-29 08:00:00,997.23,2.96,2.79,98.8,211.7
2014-03-29 09:00:00,997.48,3.14,2.94,98.6,33.27
2014-03-29 10:00:00,997.45,5.68,5.24,97.0,61.31
2014-03-29 11:00:00,996.89,9.9,5.42,73.6,27.07
2014-03-29 12:00:00,996.43,13.19,4.3,54.73,28.66
2014-03-29 13:00:00,995.76,14.35,5.96,56.99,49.31
2014-03-29 14:00:00,995.23,14.48,6.09,57.04,42.69
2014-03-29 15:00:00,994.44,15.36,6.44,55.18,28.89
2014-03-29 16:00:00,994.07,15.42,6.47,55.09,46.69
2014-03-29 17:00:00,993.93,15.08,8.04,62.74,67.08
2014-03-29 18:00:00,993.69,14.69,7.98,64.08,34.57
2014-03-29 19:00:00,993.7,13.67,8.24,69.67,96.6
2014-03-29 20:00:00,993.68,12.73,8.0,72.9,9.53
2014-03-29 21:00:00,993.6,12.65,7.42,70.4,1.43
2014-03-29 22:00:00,993.5,10.87,7.12,77.6,35.65
2014-03-29 23:00:00,993.4,9.23,6.5,83.0,44.72
2014-03-30 00:00:00,993.28,7.18,5.58,89.5,225.4
2014-03-30 01:00:00,993.05,5.88,4.73,92.3,222.2
2014-03-30 02:00:00,992.57,5.18,4.18,93.2,126.4
2014-03-30 03:00:00,992.35,4.33,3.7,95.7,81.2
2014-03-30 04:00:00,992.15,3.44,2.94,96.5,194.4
2014-03-30 05:00:00,992.1,3.46,3.18,98.0,184.4
2014-03-30 06:00:00,992.2,2.87,2.64,98.4,179.4
2014-03-30 07:00:00,992.33,2.53,2.35,98.7,198.9
2014-03-30 08:00:00,992.36,2.98,2.82,98.9,156.8
2014-03-30 09:00:00,992.28,3.84,3.7,99.0,171.0
2014-03-30 10:00:00,991.96,5.59,5.37,98.5,206.5
2014-03-30 11:00:00,991.32,11.01,10.38,95.9,131.0
2014-03-30 12:00:00,990.5,16.38,6.79,52.96,110.9
2014-03-30 13:00:00,989.98,17.75,6.16,46.51,138.4
2014-03-30 14:00:00,989.43,19.13,5.05,39.48,176.4
2014-03-30 15:00:00,988.73,19.25,5.47,40.34,39.91
2014-03-30 16:00:00,988.52,18.99,7.07,45.82,32.94
2014-03-30 17:00:00,988.38,18.13,6.35,45.99,32.2
2014-03-30 18:00:00,988.61,16.98,4.84,44.53,25.5
2014-03-30 19:00:00,988.56,15.96,4.48,46.33,2.93
2014-03-30 20:00:00,989.14,14.33,4.61,51.94,10.18
2014-03-30 21:00:00,989.1,12.15,4.62,59.93,30.59
2014-03-30 22:00:00,989.36,10.92,4.06,62.5,224.3
2014-03-30 23:00:00,989.33,9.67,4.28,69.02,193.4
2014-03-31 00:00:00,988.66,8.33,3.38,70.9,181.7
2014-03-31 01:00:00,988.38,7.56,3.91,77.6,138.1
2014-03-31 02:00:00,988.25,7.23,3.68,78.1,194.9
2014-03-31 03:00:00,988.06,6.57,3.52,80.8,222.9
2014-03-31 04:00:00,987.62,5.6,3.47,86.1,235.2
2014-03-31 05:00:00,987.73,5.65,3.04,83.2,68.94
2014-03-31 06:00:00,987.88,4.61,2.89,88.6,215.2
2014-03-31 07:00:00,988.05,4.42,2.63,88.1,183.4
2014-03-31 08:00:00,988.15,5.45,3.29,85.9,191.8
2014-03-31 09:00:00,988.52,6.86,3.96,81.7,50.08
2014-03-31 10:00:00,988.54,8.81,4.48,74.2,174.9
2014-03-31 11:00:00,988.49,11.07,5.41,68.03,183.4
2014-03-31 12:00:00,988.36,14.08,6.52,60.29,87.0
2014-03-31 13:00:00,988.17,15.32,6.89,57.09,74.1
2014-03-31 14:00:00,987.64,16.03,6.94,54.75,94.8
2014-03-31 15:00:00,987.15,17.43,6.57,48.83,132.9
2014-03-31 16:00:00,986.98,17.12,5.85,47.36,331.4
2014-03-31 17:00:00,986.78,16.76,6.35,50.16,356.4
2014-03-31 18:00:00,986.75,16.08,5.45,49.21,324.1
2014-03-31 19:00:00,986.9,15.07,5.91,54.22,36.11
2014-03-31 20:00:00,987.32,13.14,6.03,61.97,344.5
2014-03-31 21:00:00,987.55,11.42,5.78,68.18,230.1
2014-03-31 22:00:00,987.64,10.06,5.67,74.1,309.1
2014-03-31 23:00:00,987.64,9.28,5.65,78.0,292.5
2014-04-01 00:00:00,987.63,7.99,5.39,83.6,64.31
2014-04-01 01:00:00,987.57,6.99,5.15,88.0,196.8
2014-04-01 02:00:00,987.65,6.15,4.57,89.6,154.9
2014-04-01 03:00:00,987.44,5.29,4.02,91.5,176.2
2014-04-01 04:00:00,987.16,4.82,3.85,93.4,190.8
2014-04-01 05:00:00,986.97,4.6,3.6,93.2,170.7
2014-04-01 06:00:00,986.93,4.23,3.39,94.2,156.8
2014-04-01 07:00:00,987.25,4.26,3.35,93.8,64.49
2014-04-01 08:00:00,987.28,6.66,4.04,83.3,142.9
2014-04-01 09:00:00,987.22,7.32,4.5,82.2,154.9
2014-04-01 10:00:00,987.03,10.88,5.61,69.87,153.3
2014-04-01 11:00:00,986.89,14.04,5.99,58.26,111.2
2014-04-01 12:00:00,986.63,15.75,4.69,47.66,70.4
2014-04-01 13:00:00,986.18,16.85,7.11,52.55,49.73
2014-04-01 14:00:00,985.56,17.65,6.46,47.77,44.42
2014-04-01 15:00:00,985.14,18.79,4.34,38.37,134.8
2014-04-01 16:00:00,984.8,18.83,5.34,41.04,42.25
2014-04-01 17:00:00,984.66,17.41,7.53,52.21,37.47
2014-04-01 18:00:00,984.73,16.56,7.52,55.06,38.87
2014-04-01 19:00:00,984.82,16.06,6.56,53.2,87.4
2014-04-01 20:00:00,985.13,14.88,5.63,53.82,218.6
2014-04-01 21:00:00,985.17,13.8,6.65,61.96,198.2
2014-04-01 22:00:00,985.07,13.04,6.97,66.54,211.3
2014-04-01 23:00:00,985.01,12.27,7.07,70.5,216.3
2014-04-02 00:00:00,984.82,9.66,6.28,79.4,216.5
2014-04-02 01:00:00,984.94,8.83,5.95,82.1,239.4
2014-04-02 02:00:00,985.0,8.93,6.05,82.1,18.99
2014-04-02 03:00:00,984.72,8.28,4.39,76.4,8.83
2014-04-02 04:00:00,984.76,7.96,3.95,75.7,291.2
2014-04-02 05:00:00,984.58,6.99,3.96,81.0,235.4
2014-04-02 06:00:00,984.71,6.61,4.02,83.5,219.8
2014-04-02 07:00:00,984.71,6.46,4.14,85.1,212.4
2014-04-02 08:00:00,984.47,9.05,5.0,75.7,170.2
2014-04-02 09:00:00,984.21,11.69,6.04,68.2,181.5
2014-04-02 10:00:00,983.72,14.37,6.94,60.92,146.4
2014-04-02 11:00:00,982.93,17.0,7.07,51.91,148.9
2014-04-02 12:00:00,982.13,19.42,7.17,44.92,164.6
2014-04-02 13:00:00,981.69,20.55,6.32,39.49,182.5
2014-04-02 14:00:00,981.0,20.83,4.55,34.32,162.2
2014-04-02 15:00:00,980.28,20.91,5.09,35.46,179.4
2014-04-02 16:00:00,979.88,21.45,4.85,33.73,228.9
2014-04-02 17:00:00,979.62,20.99,5.17,35.49,217.1
2014-04-02 18:00:00,979.69,19.96,5.59,38.93,333.9
2014-04-02 19:00:00,979.62,18.58,6.0,43.64,299.9
2014-04-02 20:00:00,979.66,16.54,5.84,49.09,359.7
2014-04-02 21:00:00,979.72,14.2,5.5,55.74,223.5
2014-04-02 22:00:00,979.78,12.4,5.39,62.2,159.9
2014-04-02 23:00:00,979.74,12.14,5.36,63.17,207.4
2014-04-03 00:00:00,979.66,10.21,4.9,69.53,199.0
2014-04-03 01:00:00,979.53,9.78,4.79,71.0,183.9
2014-04-03 02:00:00,979.3,8.22,4.48,77.2,164.0
2014-04-03 03:00:00,979.17,7.82,4.33,78.5,189.2
2014-04-03 04:00:00,978.99,7.42,4.22,80.1,160.8
2014-04-03 05:00:00,978.78,6.01,3.72,85.2,154.9
2014-04-03 06:00:00,978.81,6.33,3.96,84.8,145.6
2014-04-03 07:00:00,978.93,6.33,3.93,84.6,146.6
2014-04-03 08:00:00,978.81,9.11,4.91,74.9,177.9
2014-04-03 09:00:00,978.89,11.55,5.97,68.49,196.8
2014-04-03 10:00:00,978.78,14.06,6.98,62.32,185.6
2014-04-03 11:00:00,978.69,18.21,8.55,53.21,89.9
2014-04-03 12:00:00,978.26,20.83,8.51,45.09,48.32
2014-04-03 13:00:00,978.18,21.87,7.68,40.0,349.9
2014-04-03 14:00:00,978.19,22.0,7.47,39.1,323.4
2014-04-03 15:00:00,978.15,22.66,6.96,36.28,271.4
2014-04-03 16:00:00,978.07,22.11,6.37,36.02,330.0
2014-04-03 17:00:00,978.06,21.14,7.16,40.34,281.4
2014-04-03 18:00:00,978.36,19.58,6.42,42.22,273.1
2014-04-03 19:00:00,978.4,18.67,6.29,44.3,242.3
2014-04-03 20:00:00,979.05,17.36,5.73,46.25,339.5
2014-04-03 21:00:00,979.55,15.75,6.02,52.29,315.6
2014-04-03 22:00:00,979.74,15.1,6.08,54.73,22.11
2014-04-03 23:00:00,980.07,13.95,6.72,61.65,18.33
2014-04-04 00:00:00,980.38,13.39,6.78,64.18,321.9
2014-04-04 01:00:00,980.63,13.02,6.89,66.26,87.4
2014-04-04 02:00:00,980.55,11.49,6.67,72.2,197.0
2014-04-04 03:00:00,980.66,10.78,6.52,74.9,205.3
2014-04-04 04:00:00,980.63,10.31,6.62,77.8,76.2
2014-04-04 05:00:00,980.74,9.58,6.67,82.0,27.29
2014-04-04 06:00:00,981.14,9.71,6.67,81.3,19.76
2014-04-04 07:00:00,981.43,10.17,6.96,80.4,186.1
2014-04-04 08:00:00,981.63,11.85,7.47,74.5,80.1
2014-04-04 09:00:00,982.09,12.77,8.96,77.6,21.15
2014-04-04 10:00:00,982.27,14.35,9.75,73.8,14.15
2014-04-04 11:00:00,982.52,15.09,10.01,71.6,29.6
2014-04-04 12:00:00,982.65,15.28,10.27,72.0,42.26
2014-04-04 13:00:00,982.73,15.36,10.39,72.2,25.61
2014-04-04 14:00:00,982.44,15.75,10.41,70.5,21.08
2014-04-04 15:00:00,982.25,16.17,10.96,71.2,24.26
2014-04-04 16:00:00,982.52,15.63,10.63,72.1,34.19
2014-04-04 17:00:00,982.88,14.38,10.11,75.5,32.72
2014-04-04 18:00:00,983.23,13.48,9.13,74.9,34.5
2014-04-04 19:00:00,983.69,13.15,9.0,75.9,37.01
2014-04-04 20:00:00,984.29,12.66,9.03,78.5,4.62
2014-04-04 21:00:00,984.37,12.07,8.71,79.9,32.2
2014-04-04 22:00:00,984.57,11.55,8.34,80.6,30.06
2014-04-04 23:00:00,984.68,11.18,8.05,81.0,359.8
2014-04-05 00:00:00,984.58,10.45,7.8,83.6,25.23
2014-04-05 01:00:00,984.41,10.19,7.4,82.8,348.2
2014-04-05 02:00:00,984.67,9.61,7.25,85.2,354.5
2014-04-05 03:00:00,984.69,9.13,7.02,86.6,252.6
2014-04-05 04:00:00,984.71,9.01,6.98,87.1,15.2
2014-04-05 05:00:00,985.07,8.43,6.79,89.4,17.54
2014-04-05 06:00:00,985.36,8.65,6.85,88.4,11.5
2014-04-05 07:00:00,985.93,8.56,6.79,88.6,79.5
2014-04-05 08:00:00,986.44,8.71,6.71,87.2,16.14
2014-04-05 09:00:00,986.91,9.0,6.57,84.7,37.0
2014-04-05 10:00:00,987.14,10.3,6.66,78.1,37.49
2014-04-05 11:00:00,987.27,11.74,7.21,73.7,8.52
2014-04-05 12:00:00,987.49,13.4,7.93,69.43,3.82
2014-04-05 13:00:00,987.52,14.76,8.32,65.25,70.8
2014-04-05 14:00:00,987.34,15.7,8.76,63.3,39.55
2014-04-05 15:00:00,987.29,14.83,8.88,67.5,35.05
2014-04-05 16:00:00,987.67,14.12,8.62,69.43,41.29
2014-04-05 17:00:00,988.0,14.08,8.64,69.71,40.35
2014-04-05 18:00:00,988.15,13.34,8.35,71.7,36.36
2014-04-05 19:00:00,988.95,12.99,8.36,73.4,341.4
2014-04-05 20:00:00,989.29,12.58,8.34,75.3,40.77
2014-04-05 21:00:00,989.59,11.91,8.3,78.5,1.52
2014-04-05 22:00:00,989.98,10.95,8.2,83.1,249.1
2014-04-05 23:00:00,990.22,10.13,8.05,86.9,26.95
2014-04-06 00:00:00,990.56,9.68,7.69,87.4,129.7
2014-04-06 01:00:00,990.82,9.14,7.39,88.8,8.77
2014-04-06 02:00:00,990.83,9.13,7.4,88.9,183.4
2014-04-06 03:00:00,990.85,8.95,7.34,89.6,153.0
2014-04-06 04:00:00,990.71,9.07,7.47,89.7,212.9
2014-04-06 05:00:00,990.88,8.9,7.34,89.9,153.4
2014-04-06 06:00:00,991.12,8.46,7.1,91.1,139.7
2014-04-06 07:00:00,991.6,8.73,7.44,91.6,210.3
2014-04-06 08:00:00,991.78,10.52,8.27,85.9,145.3
2014-04-06 09:00:00,992.05,13.12,9.19,77.0,79.1
2014-04-06 10:00:00,991.88,14.29,8.16,66.57,252.4
2014-04-06 11:00:00,991.73,15.21,6.59,56.33,236.4
2014-04-06 12:00:00,991.48,16.74,6.64,51.24,216.7
2014-04-06 13:00:00,991.2,17.2,6.96,50.89,258.5
2014-04-06 14:00:00,991.04,17.9,6.37,46.73,251.6
2014-04-06 15:00:00,990.63,18.36,5.98,44.2,230.7
2014-04-06 16:00:00,990.34,18.41,5.91,43.86,271.1
2014-04-06 17:00:00,990.2,18.52,5.29,41.7,326.4
2014-04-06 18:00:00,990.46,18.01,5.45,43.55,289.0
2014-04-06 19:00:00,990.68,16.67,6.1,49.6,263.3
2014-04-06 20:00:00,991.29,16.08,5.98,51.05,252.7
2014-04-06 21:00:00,991.77,13.29,5.8,60.38,198.1
2014-04-06 22:00:00,991.97,11.63,5.81,67.38,133.1
2014-04-06 23:00:00,992.23,11.08,5.85,70.1,308.1
2014-04-07 00:00:00,992.28,10.02,5.77,74.8,117.9
2014-04-07 01:00:00,992.31,9.38,5.68,77.6,204.0
2014-04-07 02:00:00,992.11,9.6,5.74,76.8,172.7
2014-04-07 03:00:00,991.85,8.97,5.68,79.8,158.6
2014-04-07 04:00:00,991.84,9.08,5.77,79.7,184.0
2014-04-07 05:00:00,991.9,8.66,5.68,81.5,176.8
2014-04-07 06:00:00,992.28,7.55,5.3,85.6,176.4
2014-04-07 07:00:00,992.26,8.64,5.71,81.8,76.1
2014-04-07 08:00:00,992.2,10.49,6.3,75.2,135.1
2014-04-07 09:00:00,992.09,12.17,7.33,72.2,184.5
2014-04-07 10:00:00,991.68,16.68,8.92,60.09,154.6
2014-04-07 11:00:00,991.57,18.13,9.85,58.38,129.6
2014-04-07 12:00:00,991.07,19.13,10.18,56.09,238.8
2014-04-07 13:00:00,990.32,19.62,11.12,57.92,70.8
2014-04-07 14:00:00,989.46,20.22,10.07,52.04,180.2
2014-04-07 15:00:00,988.56,21.01,10.06,49.51,176.6
2014-04-07 16:00:00,987.79,21.03,9.41,47.35,196.0
2014-04-07 17:00:00,987.22,20.9,9.67,48.58,187.0
2014-04-07 18:00:00,987.02,20.21,9.26,49.3,193.8
2014-04-07 19:00:00,986.84,19.19,9.14,52.09,215.1
2014-04-07 20:00:00,986.65,18.34,9.13,54.9,223.9
2014-04-07 21:00:00,986.35,17.23,9.14,58.91,156.3
2014-04-07 22:00:00,985.84,15.84,9.08,64.12,200.7
2014-04-07 23:00:00,985.4,15.19,9.02,66.55,199.0
2014-04-08 00:00:00,985.07,14.14,8.82,70.3,187.2
2014-04-08 01:00:00,984.62,13.67,8.5,70.9,182.6
2014-04-08 02:00:00,984.28,14.3,8.3,67.15,222.1
2014-04-08 03:00:00,983.57,14.66,8.13,64.83,207.1
2014-04-08 04:00:00,983.51,15.97,7.95,58.89,204.4
2014-04-08 05:00:00,983.26,15.96,7.98,59.02,216.6
2014-04-08 06:00:00,983.48,14.92,8.16,63.88,174.2
2014-04-08 07:00:00,983.66,15.37,8.46,63.37,200.7
2014-04-08 08:00:00,983.68,16.66,9.17,61.2,206.9
2014-04-08 09:00:00,984.02,18.09,8.73,54.27,228.7
2014-04-08 10:00:00,985.97,11.9,9.13,83.1,263.4
2014-04-08 11:00:00,986.5,13.32,6.24,62.12,256.2
2014-04-08 12:00:00,987.02,14.74,4.33,49.58,245.6
2014-04-08 13:00:00,986.97,15.38,3.97,46.41,226.6
2014-04-08 14:00:00,987.14,15.12,3.19,44.66,248.2
2014-04-08 15:00:00,987.42,14.11,0.72,39.93,259.2
2014-04-08 16:00:00,988.21,12.79,1.83,47.14,270.1
2014-04-08 17:00:00,988.55,12.06,1.06,46.77,240.9
2014-04-08 18:00:00,989.46,10.3,1.23,53.24,252.7
2014-04-08 19:00:00,990.61,7.79,1.92,66.29,274.4
2014-04-08 20:00:00,991.45,8.35,0.3,56.78,250.7
2014-04-08 21:00:00,992.03,8.25,-0.55,53.72,260.1
2014-04-08 22:00:00,992.46,7.02,0.14,61.43,286.5
2014-04-08 23:00:00,992.69,6.44,-0.18,62.52,257.5
2014-04-09 00:00:00,992.93,5.78,-0.3,64.83,249.4
2014-04-09 01:00:00,993.21,5.64,-0.22,65.86,258.4
2014-04-09 02:00:00,993.26,5.28,0.07,68.98,254.2
2014-04-09 03:00:00,993.07,5.41,0.23,69.17,254.7
2014-04-09 04:00:00,993.28,6.06,0.44,67.12,261.4
2014-04-09 05:00:00,993.82,5.95,1.03,70.6,262.7
2014-04-09 06:00:00,994.23,5.97,1.3,71.9,256.4
2014-04-09 07:00:00,994.96,6.03,1.07,70.4,263.4
2014-04-09 08:00:00,995.28,7.0,1.0,65.52,254.8
2014-04-09 09:00:00,995.49,8.06,1.21,61.86,257.4
2014-04-09 10:00:00,995.92,8.89,1.08,57.9,269.1
2014-04-09 11:00:00,995.63,9.6,1.39,56.46,242.2
2014-04-09 12:00:00,995.51,10.41,1.74,54.82,251.0
2014-04-09 13:00:00,995.29,10.44,1.76,54.78,256.6
2014-04-09 14:00:00,994.83,10.3,1.5,54.3,236.4
2014-04-09 15:00:00,994.57,10.41,1.45,53.7,252.0
2014-04-09 16:00:00,994.28,10.63,1.23,52.07,245.7
2014-04-09 17:00:00,993.95,10.38,1.49,53.95,253.6
2014-04-09 18:00:00,993.92,10.18,1.69,55.48,267.5
2014-04-09 19:00:00,993.96,9.93,1.98,57.61,274.4
2014-04-09 20:00:00,994.21,9.52,2.28,60.5,261.8
2014-04-09 21:00:00,994.4,9.3,3.05,64.87,269.4
2014-04-09 22:00:00,993.92,8.74,3.81,71.1,261.7
2014-04-09 23:00:00,993.61,8.66,4.45,74.8,263.6
2014-04-10 00:00:00,993.41,8.52,5.08,78.9,267.2
2014-04-10 01:00:00,992.89,7.45,5.97,90.3,262.1
2014-04-10 02:00:00,992.72,7.61,6.19,90.7,255.5
2014-04-10 03:00:00,992.33,7.76,6.2,89.8,259.6
2014-04-10 04:00:00,992.34,7.73,6.12,89.5,251.0
2014-04-10 05:00:00,992.35,7.79,6.05,88.7,266.7
2014-04-10 06:00:00,992.76,7.84,6.11,88.8,262.9
2014-04-10 07:00:00,993.28,8.23,6.4,88.2,261.9
2014-04-10 08:00:00,993.5,9.05,6.67,85.0,264.9
2014-04-10 09:00:00,993.8,10.66,5.89,72.3,27.0
2014-04-10 10:00:00,993.93,10.44,5.44,71.1,314.5
2014-04-10 11:00:00,994.02,11.28,5.62,68.08,327.3
2014-04-10 12:00:00,994.1,11.23,6.04,70.3,285.5
2014-04-10 13:00:00,994.03,11.62,6.17,69.15,295.7
2014-04-10 14:00:00,993.86,11.14,6.49,73.0,266.0
2014-04-10 15:00:00,993.81,10.15,7.47,83.4,258.3
2014-04-10 16:00:00,993.56,10.27,7.18,81.1,295.0
2014-04-10 17:00:00,993.73,9.61,7.47,86.5,30.04
2014-04-10 18:00:00,993.79,8.55,7.38,92.3,297.5
2014-04-10 19:00:00,993.96,8.88,7.17,89.0,244.7
2014-04-10 20:00:00,994.46,8.72,7.34,91.0,292.1
2014-04-10 21:00:00,994.42,8.4,7.77,95.8,99.0
2014-04-10 22:00:00,994.45,8.38,7.74,95.7,44.66
2014-04-10 23:00:00,994.34,8.34,7.7,95.7,181.3
2014-04-11 00:00:00,994.12,8.13,6.54,89.7,221.3
2014-04-11 01:00:00,993.63,7.98,6.59,90.9,227.1
2014-04-11 02:00:00,993.08,7.73,6.55,92.2,216.5
2014-04-11 03:00:00,992.78,7.73,7.09,95.7,186.2
2014-04-11 04:00:00,992.4,7.53,6.97,96.2,213.5
2014-04-11 05:00:00,992.31,7.53,7.0,96.4,206.7
2014-04-11 06:00:00,992.38,7.35,6.86,96.7,217.1
